semester,year,course_code,course_name,instructor,enrollment,responses,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,N/A_Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,N/A_Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,N/A_Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,N/A_Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,N/A_Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,N/A_Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,N/A_Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,N/A_Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,N/A_Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,N/A_Q10,section_mean_Q1,section_mean_Q2,section_mean_Q3,section_mean_Q4,section_mean_Q5,section_mean_Q6,section_mean_Q7,section_mean_Q8,section_mean_Q9,section_mean_Q10
Fall,2016,14:650:312:01,Fluid Mechanics,Shojaei-Zadeh S,121,56,1,0,3,10,42,0,3,1,14,13,25,0,3,4,10,17,21,1,1,7,12,15,21,0,3,6,19,11,17,0,3,7,17,10,19,0,0,4,10,13,29,0,1,7,14,14,20,0,2,4.0,11.0,19.0,20.0,0.0,0,5,17,14,19,1,4.6,4,3.9,3.9,3.6,3.6,4.2,3.8,3.9,3.9
Fall,2016,14:650:342:01,Design Mech Compnts,Mazzeo A,74,30,0,0,1,13,16,0,0,0,1,12,17,0,0,4,5,10,11,0,0,0,0,11,19,0,0,0,2,12,16,0,0,3,7,8,12,0,0,2,5,12,11,0,1,4,8,8,9,0,0,1.0,8.0,9.0,12.0,0.0,0,1,9,10,10,0,4.5,4.5,3.9,4.6,4.5,4,4.1,3.7,4.1,4
Fall,2016,14:650:350:01,Mech Eng Mes W/Lab (Lecture),Shan J,131,44,0,0,1,6,36,1,0,0,1,7,35,1,1,0,2,11,29,1,0,0,1,5,37,1,1,0,3,7,32,1,0,1,3,8,31,1,0,1,2,9,31,1,3,1,10,7,22,1,0,0.0,2.0,7.0,34.0,1.0,1,0,1,11,30,1,4.8,4.8,4.6,4.8,4.6,4.6,4.6,4,4.7,4.6
Fall,2016,14:650:350:01,Mech Eng Mes W/Lab,,14,3,0,0,0,1,2,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,1,0,4.7,4.7,3.3,4.7,4.7,3.3,3,3,3.3,3
Fall,2016,14:650:350:02,Mech Eng Mes W/Lab,,15,4,0,2,1,0,1,0,0,0,3,0,1,0,0,1,2,0,1,0,0,0,3,0,1,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,3,1,0,0,0,1,2,1,0,0,2.0,1.0,0.0,1.0,0.0,0,0,2,1,1,0,3,3.5,3.3,3.5,4.5,4,4.3,4,3,3.8
Fall,2016,14:650:350:03,Mech Eng Mes W/Lab,,16,5,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,5,0,0,0,1,1,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1,1,3,0,0,0.0,0.0,1.0,4.0,0.0,0,0,0,1,4,0,4.8,4.8,4.8,5,4.4,5,5,4.4,4.8,4.8
Fall,2016,14:650:350:04,Mech Eng Mes W/Lab,,16,6,0,0,2,2,2,0,0,1,1,2,2,0,1,1,1,2,1,0,0,1,2,2,1,0,0,0,1,2,3,0,0,1,0,2,3,0,0,0,1,2,3,0,0,1,2,2,1,0,0,0.0,3.0,2.0,1.0,0.0,0,0,1,3,2,0,4,3.8,3.2,3.5,4.3,4.2,4.3,3.5,3.7,4.2
Fall,2016,14:650:350:05,Mech Eng Mes W/Lab,,14,4,0,0,0,1,3,0,0,0,0,1,3,0,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0.0,0.0,1.0,3.0,0.0,0,0,0,1,3,0,4.8,4.8,4.3,4.8,5,4.5,5,4.8,4.8,4.8
Fall,2016,14:650:350:06,Mech Eng Mes W/Lab,,16,8,0,0,0,4,4,0,0,0,0,4,4,0,0,0,1,3,4,0,0,0,0,3,5,0,0,0,1,3,4,0,0,0,0,5,3,0,0,0,0,3,5,0,1,1,2,1,3,0,0,0.0,0.0,3.0,5.0,0.0,0,0,1,4,3,0,4.5,4.5,4.4,4.6,4.4,4.4,4.6,3.5,4.6,4.3
Fall,2016,14:650:350:07,Mech Eng Mes W/Lab,,13,5,0,0,0,1,4,0,0,0,1,1,3,0,0,0,1,2,2,0,0,1,0,2,2,0,0,2,1,0,2,0,0,0,1,2,2,0,0,0,0,3,2,0,0,0,3,1,0,1,0,0.0,0.0,2.0,3.0,0.0,0,0,0,4,1,0,4.8,4.4,4.2,4,3.4,4.2,4.4,3.3,4.6,4.2
Fall,2016,14:650:350:08,Mech Eng Mes W/Lab,,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:350:09,Mech Eng Mes W/Lab,,13,7,0,0,2,1,4,0,0,0,1,2,4,0,0,0,1,1,5,0,0,0,1,3,3,0,0,0,0,2,5,0,0,0,1,2,4,0,0,0,1,1,5,0,0,0,1,2,4,0,0,0.0,1.0,1.0,5.0,0.0,0,0,1,1,5,0,4.3,4.4,4.6,4.3,4.7,4.4,4.6,4.4,4.6,4.6
Fall,2016,14:650:351:01,Thermodynamics,Knight D,125,45,1,1,3,4,36,0,1,2,3,7,32,0,2,1,9,5,28,0,1,2,2,10,30,0,2,1,6,15,21,0,2,2,9,7,25,0,2,1,5,7,30,0,1,2,10,11,21,0,1,0.0,5.0,11.0,28.0,0.0,0,3,6,11,25,0,4.6,4.5,4.2,4.5,4.2,4.1,4.4,4.1,4.4,4.3
Fall,2016,14:650:388:01,Cad In Mech Engg,Gea H,53,22,0,1,1,8,12,0,0,2,1,5,14,0,0,1,1,7,13,0,0,1,1,4,16,0,0,1,1,3,17,0,0,1,0,5,16,0,0,1,0,6,15,0,0,1,1,4,16,0,0,0.0,1.0,10.0,11.0,0.0,1,0,1,10,10,0,4.4,4.4,4.5,4.6,4.6,4.6,4.6,4.6,4.5,4.3
Fall,2016,14:650:388:02,Cad In Mech Engg,Gea H,34,11,1,1,3,1,5,0,1,2,2,2,4,0,1,2,2,2,4,0,1,0,2,2,6,0,2,0,2,1,6,0,3,2,1,1,4,0,0,1,3,2,5,0,0,1,1,2,7,0,0,4.0,2.0,1.0,4.0,0.0,1,2,3,1,4,0,3.7,3.6,3.6,4.1,3.8,3.1,4,4.4,3.5,3.5
Fall,2016,14:650:388:03,Cad In Mech Engg,Gea H,16,5,0,0,0,0,5,0,0,0,1,1,3,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,2,3,0,0,0,0,2,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0.0,0.0,1.0,4.0,0.0,0,0,0,1,4,0,5,4.4,5,4.6,4.6,4.6,5,5,4.8,4.8
Fall,2016,14:650:401:01,Mech Control Systems,Mookerjee P,28,12,0,0,1,2,9,0,0,0,2,1,9,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,1,2,9,0,0,0,0,2,10,0,0,0,0,1,11,0,0,1,2,3,6,0,0,0.0,0.0,3.0,9.0,0.0,0,0,0,3,9,0,4.7,4.6,4.9,5,4.7,4.8,4.9,4.2,4.8,4.8
Fall,2016,14:650:431:01,Mech Engg Lab I (Lecture),Drazer G,219,52,5,4,10,15,14,4,5,6,14,11,11,5,7,9,15,8,9,4,5,6,15,11,9,6,5,4,9,13,11,10,6,9,12,11,9,5,8,6,18,8,8,4,7,5,19,7,9,5,5,4.0,18.0,10.0,10.0,5.0,6,3,15,15,9,4,3.6,3.4,3.1,3.3,3.5,3.2,3,3.1,3.3,3.4
Fall,2016,14:650:431:01,Mech Engg Lab I,,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,4,3,3,3,3,3,4,3,3,3
Fall,2016,14:650:431:02,Mech Engg Lab I,,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,4,3,4,3,5,5,5,4,4,4
Fall,2016,14:650:431:03,Mech Engg Lab I,,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,5,5,5,5,5,4,4,4,5,5
Fall,2016,14:650:431:04,Mech Engg Lab I,,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,5,5,5,4,5,5,5,5,4,5
Fall,2016,14:650:431:05,Mech Engg Lab I,,4,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,4,3.5,4,3.5,3.5,3,2,2,3.5,3.5
Fall,2016,14:650:431:06,Mech Engg Lab I,,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4
Fall,2016,14:650:431:07,Mech Engg Lab I,,7,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,0,1,1,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Fall,2016,14:650:431:08,Mech Engg Lab I,,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,5,5,4,5,5,4,4,4,3,,,,,,,
Fall,2016,14:650:431:09,Mech Engg Lab I,,7,4,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,1,1,2,0,0,0,1,2,1,0,0,0.0,1.0,2.0,1.0,0.0,0,0,1,2,1,0,4.5,4.8,4.5,4.5,4.5,4.5,4.3,4,4,4
Fall,2016,14:650:431:10,Mech Engg Lab I,,6,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,3,2,2,2,2,2,2,2,2,2
Fall,2016,14:650:431:11,Mech Engg Lab I,,3,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,2.0,0.0,0.0,0,0,0,2,0,0,4.5,4,3.5,4,4.5,4,3,3,4,4
Fall,2016,14:650:431:12,Mech Engg Lab I,,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:431:13,Mech Engg Lab I,,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,5,5,4,5,4,4,4,4,5,4
Fall,2016,14:650:431:14,Mech Engg Lab I,,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,4,3,2,3,5,2,4,3,3,3
Fall,2016,14:650:431:15,Mech Engg Lab I,,7,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1.5,2,2,1.5,3,2,1.5,1.5,2,2
Fall,2016,14:650:431:16,Mech Engg Lab I,,4,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,5,5,5,5,5,5,5,4.5,4.5,4.5
Fall,2016,14:650:431:17,Mech Engg Lab I,,6,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,3.5,3.5,3.5,3.5,3.5,3.5,4,3,3,3.5
Fall,2016,14:650:431:19,Mech Engg Lab I,,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:431:20,Mech Engg Lab I,,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:431:22,Mech Engg Lab I,,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,2,4,2,4,3,,,,,,,,,,,,,,,,,,,,,
Fall,2016,14:650:431:23,Mech Engg Lab I,,7,4,0,0,0,0,4,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0.0,0.0,2.0,2.0,0.0,0,0,0,2,2,0,5,4.8,4.5,5,4.5,4.8,4.8,5,4.5,4.5
Fall,2016,14:650:431:25,Mech Engg Lab I,,7,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,4,4.5,4,4,4.5,4.5,4,4.5,4.5,4.5
Fall,2016,14:650:431:28,Mech Engg Lab I,,7,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:431:29,Mech Engg Lab I,,5,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,4.5,4.5,4.5,4.5,4.5,4.5,5,5,4.5,4.5
Fall,2016,14:650:431:30,Mech Engg Lab I,,6,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,4,3.5,3,3,3.5,3,3,2,3,3.5
Fall,2016,14:650:431:31,Mech Engg Lab I,,7,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,0,0,4,4,4,4,4,4,4,4,4,4
Fall,2016,14:650:431:32,Mech Engg Lab I,,6,3,0,0,2,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0.0,2.0,1.0,0.0,0.0,0,0,1,2,0,0,3.3,3,3,3.3,3.7,3,3.3,3.3,3.3,3.7
Fall,2016,14:650:431:33,Mech Engg Lab I,,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,3,4,3,3,2,3,3,3,3,3
Fall,2016,14:650:431:36,Mech Engg Lab I,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,5,4,4,5,5,4,5,5,4,4
Fall,2016,14:650:431:37,Mech Engg Lab I,,7,3,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0.0,1.0,0.0,2.0,0.0,0,0,1,0,2,0,4.3,4.3,4.3,4.3,4.7,4,4.3,4.7,4.3,4.3
Fall,2016,14:650:431:39,Mech Engg Lab I,,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,5,5,3,5,5,3,5,3,4,5
Fall,2016,14:650:431:40,Mech Engg Lab I,,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,5,5,3,5,5,4,3,5,4,4
Fall,2016,14:650:431:41,Mech Engg Lab I,,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,3,3,4,3,3,4,3,3,4,3
Fall,2016,14:650:443:01,Vibrations &Controls,Bottega W,97,28,1,1,0,4,21,1,1,1,2,6,17,1,2,1,3,5,16,1,1,0,2,5,19,1,3,1,3,6,14,1,3,0,3,7,14,1,2,1,1,2,21,1,3,0,4,5,15,1,1,2.0,1.0,5.0,18.0,1.0,2,1,1,5,18,1,4.6,4.4,4.2,4.5,4,4.1,4.4,4.1,4.4,4.3
Fall,2016,14:650:449:01,Intro Mech Comp Matr,Weng G,41,7,0,2,0,4,1,0,0,2,2,2,1,0,0,2,1,3,1,0,0,2,1,3,1,0,0,1,1,3,2,0,0,0,3,2,1,1,0,0,3,2,2,0,0,1,2,3,1,0,0,0.0,2.0,4.0,1.0,0.0,0,0,3,3,1,0,3.6,3.3,3.4,3.4,3.9,3.7,3.9,3.6,3.9,3.7
Fall,2016,14:650:455:01,Design Of Mechanisms,Benaroya H,30,11,0,0,0,1,10,0,0,0,0,1,10,0,0,0,2,3,6,0,0,0,0,1,10,0,0,0,2,1,8,0,0,0,2,3,6,0,0,0,1,2,8,0,0,0,4,3,4,0,0,0.0,0.0,3.0,8.0,0.0,0,0,1,4,6,0,4.9,4.9,4.4,4.9,4.6,4.4,4.6,4,4.7,4.5
Fall,2016,14:650:460:01,Aerodynamics,Bagchi P,119,106,4,1,5,24,70,2,4,2,8,28,63,1,3,2,6,21,72,2,6,1,6,20,71,2,4,6,19,22,54,1,4,5,11,35,50,1,1,5,12,21,66,1,1,4,8,31,60,2,2,0.0,4.0,42.0,57.0,1.0,2,1,8,41,52,2,4.5,4.4,4.5,4.4,4.1,4.2,4.4,4.4,4.5,4.4
Fall,2016,14:650:462:01,Power Plants,Muller M,77,17,1,1,3,3,9,0,0,0,3,2,12,0,1,0,3,2,11,0,0,0,1,4,12,0,0,1,7,1,8,0,1,2,3,4,7,0,2,1,4,4,6,0,0,2,5,3,7,0,0,2.0,2.0,6.0,7.0,0.0,0,1,4,5,7,0,4.1,4.5,4.3,4.7,3.9,3.8,3.7,3.9,4.1,4.1
Fall,2016,14:650:467:B1,Design & Mfg. I (Lecture),Pelegri A,244,59,1,1,10,17,22,8,2,5,10,16,19,7,1,4,15,10,20,9,1,2,14,14,19,9,0,2,13,13,19,12,2,4,11,16,17,9,2,6,9,17,19,6,3,3,13,11,23,6,1,5.0,15.0,12.0,16.0,10.0,4,2,14,15,20,4,4.1,3.9,3.9,4,4,3.8,3.9,3.9,3.8,3.8
Fall,2016,14:650:467:G3,Design & Mfg. I (Lecture),Guo Zhixiong,5,4,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0.0,0.0,1.0,3.0,0.0,0,0,0,0,4,0,5,4.8,4.8,5,5,4.5,4.8,4.5,4.8,5
Fall,2016,14:650:467:G4,Design & Mfg. I (Lecture),Guo Zhixiong,5,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,3,0,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:471:01,Aircraft Flight Dyn,Bai X,56,19,1,3,3,7,5,0,1,3,4,5,6,0,3,1,6,3,6,0,0,1,1,9,7,1,0,1,6,6,6,0,3,2,2,7,5,0,3,1,2,7,6,0,0,0,3,5,10,1,3,1.0,5.0,4.0,6.0,0.0,3,3,4,4,5,0,3.6,3.6,3.4,4.2,3.9,3.5,3.6,4.4,3.5,3.3
Fall,2016,14:650:474:01,Alt Energy I,Cook-Chennault K,83,23,1,4,4,2,12,0,1,2,5,5,10,0,3,3,7,3,7,0,1,2,2,5,13,0,2,2,1,9,9,0,4,3,5,3,8,0,4,3,4,6,6,0,2,0,6,4,11,0,4,2.0,5.0,5.0,7.0,0.0,4,2,5,4,8,0,3.9,3.9,3.4,4.2,3.9,3.4,3.3,4,3.4,3.4
Fall,2016,14:650:481:01,Heat Transfer,Diez F,128,35,1,1,1,14,17,1,2,0,2,11,19,1,2,0,4,17,11,1,2,0,0,14,18,1,1,4,6,11,12,1,2,3,3,16,10,1,2,1,3,14,14,1,3,2,8,12,9,1,2,0.0,2.0,18.0,12.0,1.0,1,1,2,21,9,1,4.3,4.3,4,4.4,3.9,3.9,4.1,3.7,4.1,4.1
Fall,2016,14:650:486:01,Design Of Mech Sys I,Pickard P,6,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,3,0,5,5,5,5,5,5,5,5,5,5
Fall,2016,14:650:486:01,Design Of Mech Sys I,Petrowski J,6,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,3,0,5,5,5,5,5,5,5,5,5,5
Fall,2017,14:125:201:01,Intro Biomedical Eng,Parekkadan,118,61,4,13,18,13,13,0,9,15,12,14,11,0,4,11,12,19,14,1,4,4,14,24,15,0,5,7,14,20,9,6,8,12,21,12,7,1,4,13,14,20,10,0,1,2,4,18,36,0,12,12,18,15,4,0,8,18,15,15,5,0,3.3,3.1,3.5,3.7,3.4,3,3.3,4.4,2.8,2.9
Fall,2017,14:125:201:01,Intro Biomedical Eng,Hacihaliloglu,118,53,0,1,2,19,31,0,0,1,3,20,29,0,2,0,10,17,23,1,0,0,4,20,29,0,1,1,10,15,19,7,1,1,11,19,21,0,0,1,7,23,22,0,0,1,6,15,31,0,1,3,6,21,22,0,2,3,11,21,16,0,4.5,4.5,4.1,4.5,4.1,4.1,4.3,4.4,4.1,3.9
Fall,2017,14:125:255:01,System Physiology,Shoane,21,10,0,0,1,5,4,0,0,2,3,3,2,0,0,3,3,1,3,0,0,1,2,5,2,0,0,0,2,3,5,0,0,1,2,5,2,0,0,1,2,1,6,0,1,0,1,2,6,0,1,1,2,4,2,0,0,1,3,4,2,0,4.3,3.5,3.4,3.8,4.3,3.8,4.2,4.2,3.5,3.7
Fall,2017,14:125:303:01,Biomed Transp Phenom,Moghe,99,95,1,0,3,5,86,0,0,2,7,17,68,1,1,0,2,10,82,0,1,1,3,14,76,0,1,0,5,21,68,0,1,0,1,12,81,0,1,0,0,7,87,0,3,9,31,15,35,2,0,0,0,9,86,0,0,0,1,24,70,0,4.8,4.6,4.8,4.7,4.6,4.8,4.9,3.8,4.9,4.7
Fall,2017,14:125:304:01,Biomaterial,Dessi,15,13,3,4,0,4,2,0,6,3,3,1,0,0,5,4,3,1,0,0,8,2,2,1,0,0,4,5,3,0,0,1,6,3,2,2,0,0,3,2,3,3,2,0,1,1,3,3,5,0,5,5,2,1,0,0,3,7,2,1,0,0,2.9,1.9,2,1.7,1.9,2,2.9,3.8,1.9,2.1
